full_text,author,date_stayed,hotel_id,date_review,via_mobile,service,cleanliness,overall,value,location,sleep_quality,rooms,mean_rating,sentiment,hotel_class,name,locality,postal_code,street_address
“It's even better!” Went on my annual trip to NYC.. Loved the remodeled room. Coopers Tavern and the Tick Tock Diner were awesome as well. Traveled on business but it felt like Leisure. Always love the location! I'll be back next year!,ssparker,2012-02-01,122005,2012-02-01,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“Busy, Busy Hotel” Road Scholar used this hotel for our five day stay. Yes the room was small and did not have much room in the bathroom for toiletries but then again we weren't there to relax but were there to experience New York. Maids were very polite and .and when I tried to close the bathroom window and couldn't maintenance was there quickly. This is a very busy old hotel with excellent food at the Tick -Tock Diner and their other on site restaurant.",romakoc,2011-05-01,122005,2012-01-31,False,4.0,5.0,4.0,4.0,5.0,5.0,3.0,4.3,1,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“Will come again!” I stayed at the New Yorker from Jan 23-27th, 2012. My fiance and I arrived around 1pm and we're able to check in a little earlier within less than 5 minutes. I'd reccomend asking to stay higher up and ask for a good view. We we're on level 36 and had the view of Madison Square Gard along with the Empire State Building. It was so beautiful at night being lit up :) 
The room was smaller than expected but for only being in there to shower and sleep that didn't bother me. It was very clean as well :) Very conveinient location by the Subway (I didn't use) but also close to Times Sq, Empire State, and Madison Sq. Garden. I walked everywhere from Central Park (10 min walk) to the Ground Zero memorial which was around 45 mins or so but worth it. I'll definitely be coming again to this hotel!!",joliemorgan10,2012-01-01,122005,2012-01-31,False,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.6,1,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
“Great Location - Great View” My wife and I visited New York to see in the new year and wanted a Midtown hotel. The New Yorker was an ideal central location for everywhere we wanted to go. The room was small but clean and comfortable with a fantastic view of the city skyline and the Empire State Building. We had upgraded our economy room and it only cost another $10 per night for the great view. The Tick-Tock Diner next door is a great place to eat with a great atmosphere. All the staff were polite and helpful.,BigDaveWirral,2011-12-01,122005,2012-01-31,False,4.0,5.0,4.0,4.0,5.0,4.0,3.0,4.1,1,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“Convenient location, good facilities nearby but very small room & no view.” Had a friend stay here & after checking Trip Advisor the Hotel seemed fine. Got a good price & being our first trip ever to the USA stayed because of these reasons. Overall our stay was OK. Check in wasn't a very friendly experience. Trip Advisor comments suggested asking for a room with a view. I did this and was told I didn't book a room with this request so we were allotted one on 26th floor that I told would be OK. I had rung the hotel previously to check we would be getting one of the ""renovated rooms"" since our booking was for a metro queen renovated. I was told curtly that ALL the rooms were renovated. Well, not sure what renovated means in NYC, but room was neat and clean but bathroom a bit old with one tiny glass shelf to put 2 toiletry bags on. Very small amount of room in there but shower over bath good, but towels a bit thin. Generally whole room setup was very claustrophobic: closet door opened and hit the end of the queen bed, no room to put 2 suitcases (only one fitted in the closet) and tiny window (maybe 3 feet wide) was located in a corner of the room that no light really shone through. View was the other side of the building. I knew from Trip Advisor that rooms at hotels in NYC very small but I was unprepared for this size! Information on bed was they had pillowtops and good quality linen. There was no pillowtop and I could feel the innerspring mattress, didn't get a good sleep most nights. Well enough of the negatives! 
Pro's: 24 hour Tick Tock Diner had decent enough food; Famiglia's Pizza across road good. Some smaller places to eat around the block very good (well priced) especially an Irish Pub near intersection of 9th and 34th St. Ask at reception and they will tell you were there is a laundry (around the corner one block). Great when you haven't washed clothes for a week. Cheap, they charge by weight (per lb) then wash, fold and pack in plastic for you to take. Good location to Times Square, Empire State building etc, all within walking distance. 34th St Penn Station right beside hotel, it's large and subway connects easily to most places you want to go. Room clean and made up everyday immaculately. Very good heating that could be adjusted individually. Concierge very helpful. Transportation booking person (for airport) very helpful.
Con's: Tiny room (we paid for the basic level room); no coffee maker or kettle-apparently that is normal in NYC; no room safe, I had to go downstairs and was lucky to get a big safety deposit box to fit laptop and travel documents in. But downside was each night we wanted to collect laptop then deposit it back in the morning we had to queue up with everyone else who was checking in. There wasn't a separate desk to do so. Wi-Fi free in hotel but patchy, not always able to send emails or receive or get internet in our room the lobby was better.",Gillian S,2012-01-01,122005,2012-01-31,False,3.0,4.0,4.0,4.0,5.0,3.0,3.0,3.7,1,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“Eh...” Hotel was in a great location. Close to the subway and close walking distance to a lot of tourist attractions. When we first checked in though, the lady said we had 3 reservations under my name and seemed like she didn't really have a good handle on what she was doing. I actually had 2 reservations b/c we booked 3 nights through expedia and one extra night through the hotel after we decided to stay an extra night in NY. She said we would have to return to the desk and maybe move rooms for the extra night so we would have to check out then back in. Then she gave us a room key and we went to our room and someone was already in it. So back down we go and she gave us another room and said she will upgrade us tomorrow night for what had just happened but didn't have anything at the moment. So later that night we went back to the desk and talked to someone else and he fixed the whole situation with the extra night and he upgraded us then. The rooms were both small but nice. A little dated but that didn't matter b/c we only planned on sleeping there. The walls were thin and could hear the cleaning ladies through the walls and the showers (pipes) in the rooms next door. The beds were comfortable though.Overall a decent stay but probably wouldn't stay there again!",hjhaas85,2012-01-01,122005,2012-01-30,False,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,0,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
“Great location near Penn Station” This is my favorite hotel in NY. It's conveniently located near MSG & Penn Station. I recently spent a Sat night there. The rooms have been updated since my last stay which was about 5 yrs ago so I'm not sure how recent the reno is. Everyone was very pleasant there. The room was spotless. The towels were soft. They had nice toiletries. The bed was perfect – slept like a baby. I got an awesome rate when hotels.com had a half-price sale. If you get there too early or want to stay in NY after check-out they will hold your bag.,Kathy_R-NJ,2012-01-01,122005,2012-01-30,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“went to new york and stayed at the new yorker for my daughters 21st birthday” There were 7 of us staying in the new yorker and loved everything about it , clean, friendly,close to everything, and tick tock diner was brill and value for money staff was very helpful and polite. Everything about are stay in new york was amazing, and when i return to new york i will be staying in the new yorker again",Tracey H,2012-01-01,122005,2012-01-30,False,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.3,1,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“Perfect place for staying in NYC” My wife and I spent 4 nights here recently. From a tourist point of view the location is hard to beat. Right in the heart of Manhattan and walking distance from a lot of the major sights. A subway stop right outside the hotel for venturing further afield, Very easy to navigate around using the free subway map (available in the subway station), or there are a couple of smartphone Apps which will save valuable time and effort in getting around. Trip advisor's NY city guide and an App called ""one stop"", which will provide you with answers to all your transportation questions.
The hotel itself met with all our needs and expectations. We were upgraded ( thank you Nicole ) to a 36th floor room with a fantastic view of the ESB. 
Our check-in ( by Onelia? ) was quick, friendly and efficient. 
A lot of reviewers say the rooms are small but we found it adequate, considering how much time is actually spent in your hotel room. 
Yes the bathrooms are a bit small but our shower worked well and did the job ( If, like me, you are not a fan of shower curtains be prepared for the worst! ).
The maid service was daily and very good.....the maid(s) who serviced our room were also very trustworthy ( we left some valuable items AND a bit of cash in our room and we did not have a problem.....I know I know.... we should have used the safety deposit boxes downstairs but couldn't be bothered with the hassle. I suppose safety deposit boxes in each room would be a welcome addition.
The Tick-Tock diner was handy ( open 24/7 ) but we used it only once and it wasn't for us. This is just a personal point of view, nothing wrong with it, we just felt that there were so many better places to enjoy a meal. The coffee stall in the foyer was good, and for us caffiene lovers it was just the job first thing in the morning.
We also used the bar ( Coopers ) and it was a decent place to spend some time chilling ( happy hour until 7pm! ).
We didn't use the gym or visit the shop in the basement but did use the internet room for checking-in online and printing our homeward boarding passes, this was also in the basement and was much appreciatted.
Staff were curteous and helpful at all times and the hotel felt very safe. 
We had a late flight home and we availed the ""left luggage"" option adjacent to the check-in area. At $1 it was fantastic value and allowed us to spend our last few hours in NYC free of luggage worries. The bell-hops were very helpful and did the job of storing our luggage with the minimum of fuss.
As I said earlier we walked to a few of the must-do sights........ Broadway, Times Square, ESB and even the Rock Center were a nice stroll from the hotel. We even walked to one of the ""water taxi"" pick-up points, Pier 84, and this was a great attraction. $25per person well spent and due to the hop-on hop-off feature it will get you to a few of the major sights with ease.
All-in-all a great stay at The New Yorker and we would recommend it. 
Hopefully we will return to New York as we love the place so much and I would gladly stay here again without doubt.",advocaat,2012-01-01,122005,2012-01-29,False,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.6,1,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“Nice hotel....great location” Stayed here for a week recently. We stayed in a cosy Queen, cosy being very apt...the room is very small. However, the hotel is clean and housekeeping do a good job. And lets face it....you're in New York so all you need is somewhere to sleep, so did the job very well! Hotel staff really friendly and helpful, would def stay again.",Richard C,2012-01-01,122005,2012-01-28,False,5.0,5.0,4.0,4.0,5.0,4.0,3.0,4.3,1,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“Good spot for Javits and other business travel” I stayed here recently while attending a conference at the Javits Center, three crosstown blocks away at 11th and 34th. You can either walk or get on the M34 bus right outside and it's a straight shot to the Center. 
The hotel is older and in some ways shows it but in the most important ways it's just what you need. The rooms are clean and with a couple of exceptions are up to date. The biggest exception is the showerheads. I read that in another review here and didn't realize what they meant until I saw it. It's essentially a fancy garden hose end. Very little if any ability to adjust. Don't expect to take any luxurious type showers. But if you just need to get clean and get out the door to your destination, it does the job. 
It was nice to see that they have security checking people out as they head up the elevators, so it did feel safe. But due to the old design of the hotel, you'll want a room not very far from the elevators because the hallways wind quite a bit and there are no fire exits at the ends of the hallways. 
The Coopers Tavern restaurant was surprisingly good. The prix-fixe dinner was tasty and included a nice salad and entree for $19.95. I will stay here again.",JerseyFlyer,2012-01-01,122005,2012-01-28,False,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,1,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“Bad, good and then bad” Wrote a review about here a few years ago, some reason it was removed. Anyway here I got again. Stayed here on my honeymoon, and have mixed feelings about the place. 
Started off bad, we arrived late at night and they didn't have a room with a double bed, great start to our honeymoon! The room we were given was on a corridor where it could be described as a party corridor, don't get me wrong - nothing against that, but when you walk down the corridor of a hotel you don't expect to hear loud music, noise and smell dope. Anyway....next morning we were given a free upgrade to a honeymoon suite, this was cool - amazing view of the city, champagne and peace and quiet.
Good location to the hotel, very handy for everywhere.
Anyway, we had to cut our holiday short as a member of the family was ill, and we had to fly home. The hotel were very unhelpful, they didn't help us at all with any arrangements, I left with a bitter taste in my mouth.",unknownis,2011-08-01,122005,2012-01-27,False,1.0,2.0,3.0,3.0,5.0,2.0,3.0,2.7,0,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“Don't book here if you value sleep.” I was really disappointed with my stay at the New Yorker. I was placed on the 20th floor next to a bunch of 30-something males having a party. They were loud from 8pm till 5am in the morning. Security was called twice (10pm and 3am) and we complained twice in person at front desk. 
Their suggestion was to call the police. I didn't want to disturb their fun and only wanted to be moved to a quieter floor, next to the flight attendants. I had 3.5hours of sleep in total. 
The decor is really nice, small and cozy. Wifi is really slow. I rented a movie on iTunes and it was going to take 3,600 hours to download. They didn't include soundproofing in their newly renovated rooms so if you value sleep, don't book there. You can hear simple conversations through the walls from another room.
Also, lower floors are dedicated to student housing. This hotel caters more to the party type than the quiet types. 
I left a comment on their Facebook page and Glenn (Manager) posted a response by saying to contact him directly via email. Sent an email & 48hrs later, no response.",Evoen,2012-01-01,122005,2012-01-26,True,2.0,5.0,2.0,3.0,5.0,4.0,3.0,3.4,0,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“Central and very comfortable beds” Ideally located near Times Square, Macys department store and Empire State building, this hotel has everything you could need for a short visit. We shared 3 to a room which was smallish but suited us okay (3 middle aged females). The beds and pillows were extremely comfortable, the bed linen fresh and clean. The bathroom - a bit dated, but I loved the taps which were obviously the originals from the 1920s. Good strong shower but very small towels. I had the bed by the window which was a bit cold and draughty but got an extra cover from housekeeping. Tick tock diner located in the building was ideal for breakfasts and toast before bed. Had to look down at the hotel from the Empire State building to fully appreciate the architecture of the building and its iconic style.",m40loo,2012-01-01,122005,2012-01-26,False,4.0,5.0,4.0,4.0,5.0,4.0,3.0,4.1,1,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“New Yorker Hotel 5*” We booked our holiday to New York through a company called lowcostusa.com
We stayed in NYC over the xmas holidays. Never been to the USA before I didn't know what to expect but it was FANTASTIC! The hotel was a very good standard, although we didn't spend much time there. The location of the hotel was the best for us really. It was close to everything that we wanted to do and if there was something a little bit further.....well there is a subway (tube) station right outside the hotel. The hotel staff were very friendly throughout our whole stay there and we didn't have any problems at all. Our first time in NY was amazing and we will be going back in the future. More than likely back at this hotel! Thank you New York for a great Xmas to remember.",hp_2006,2011-12-01,122005,2012-01-25,False,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.7,1,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“Good value for NYC” LOCATION: Hotel's location is excelent, with a whole bunch of attractions and facilities within walking distance: Penn Station: 1 block, Madison Square Garden: 1 block, Macys: 2 blocks, Empire State: 2 blocks, Times Square: 5 blocks. Fifth Avenue: four blocks. You can find all imaginable restaurants and stores surrounding the hotel.
SERVICE: Ok, this is New York, so don't expect the friendliest and warmest reception. But for city standards, service is fairly efficient. Be aware that it is a huge hotel with more than 900 rooms, so it's very possible that you'll find yourself making long lines for check-in, check-out or just for asking something. Lobby is always crowded as well as elevators, so be very patient and take your time. If you have a manteinance issue in your room i.e. expect a 1 hour waiting time for someone to come around.
FOOD: There's a diner in the hotel premises open 24 hours a day, offering good comfort food at reasonable prices. Otherwise, finding where to eat around the hotel won't be a problem at all, trust me.
ROOMS: There's a wide variety of room sizes and distributions. Most of them are really small and basic, but functional and enough for a good rest after walking around the city. As the whole hotel was redecorated around 1994, furniture is relatively new and rooms are decorated in good taste. Linens and amenities have very good quality for hotel's category and size. Again, be aware that almost every room is different in size and distribution, so make sure to contatct the hotel if you are picky or have special requirements, so you get exactly what you want prior your arrival. Otherwise, you'll be fine if you are not very claustrophobic. Some of the rooms have great views towards Empire State (try to get one of those!). Now, talking about the shower... there´s an issue! Be prepared for shock therapy!, that´s freezing cold water immediately followed by dangerously scalding one. This could be specialy delicate when staying with small children or older people. I´ve stayed several times in different seasons and different rooms and floors and it has always happened the same.
COMMON AREAS: There´s a little gym, a souvenir store, the diner andnot much more. But, again, it´s New York, so you´ll be outside the hotel most of the time.
OVERALL: If you get a good rate, which is very possible most of the year, this is a very good deal in a city of expensive hotels and not-so-good service. If you are not very picky, you will find it very convenient in terms of facilities and location. Enjoy NYC!!!",voyagean78,2012-01-01,122005,2012-01-25,False,3.0,3.0,4.0,4.0,5.0,4.0,3.0,3.7,1,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“New Yorker” We booked this hotel through our local Thomson travel agent to celebrate two family birthdays. 
We booked the hotels transportation service through their website which was very easy to do for a ludite. The driver picked us up from the airport and gave us a quick tour of New Jersey and New York which was excellent (all for $90).
I found the staff during check in to be excellent and good humoured.
The room was very clean and tidy, in keeping with the rest of the hotel and we were lucky enough to have a room with a fanatastic view of the Empire state and Chrysler Buildings, we slept with the blinds open as we couldn't believe how great the view was.
We ate breakfast in the tick tock diner which was reasonably priced.
The hotel has a good location for the Empire State, Times square and Grand Central station.
The only negatives were that there was no tea or coffee facilites in the room and there was an art to setting the shower. 
I cannot thank the Hotel staff enough for making our third stay in New York so memorable, we will return and soon.",Robbo916,2012-01-01,122005,2012-01-25,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“Perfect location” The hotel was OK - we had a small room but the beds and pillows were fantatics (memory foam). The hotel is right next to Empire State buiding and 10 min walk from Time Square. 
I recommand this hotel for the confort and location.",Emilie D,2012-01-01,122005,2012-01-25,False,4.0,5.0,4.0,3.0,5.0,5.0,3.0,4.1,1,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“New Yorker.” My stay in this hotel was wonderful. The staff are friendly and helpful. We asked for a specific view and they made it even better. The bathroom as not great. We either had scalding water or freezing all a few seconds apart. The view was absolutely beautiful. The bed facing the Empire State Building, who wouldn't love that? Would go back.",harpo552,2011-12-01,122005,2012-01-23,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“Fabulous Hotel” We booked this hotel through Airmiles and after reading reviews we decided to ask for a room upgrade to a view room. This was possibly one of the best decisions ever. We had a room on the 39th floor, on the corner of the building overlooking Madison Square Garden, out of one window we were facing the Empire State Building and out of the other window we had a view towards the Statue of Liberty. On the ground floor by the reception is the Tick Tock Diner so there is no need to venture out for a fantastic breakfast, or any other meal, and it is open 24hours. Excellent food at any time. The hotel is perfect for visiting central Manhatten or New York in general. We hope to visit New York again and we will definitely use this fabulous hotel again.",davfromhazzy,2011-03-01,122005,2012-01-23,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“Ok Not Sure I Would Stay Again” I'll start at the beginning, we arrived at the hotel around 15.30 and had no checkin ques so we begin to check in and the receptionist asks for a credit card i replied that i did not have one neither did my friend who i was travelling with ( and we had not been advised by our travel agent that the hotel would require a credit card or a cash deposit ) the receptionist then said 'oh thats ok we will accept $300 cash' i explained that i was not prepaired to give over my spending money as a deposit and she became very aggressive and rather rude, my friend then asked if they would accept a debit card and she said yes and that if we asked on check out the hotel staff would ring her bank to ensure the money was refunded in a timley manner so that was the first problem delt with. We arrived at the room and i could not complain it was lovley and spacious and a great view of the Empire State Building ( i had paid for an upgrade ) the beds were the most comfortable i have ever slept in while on holiday and the maid service was very good. We unpacked our cases then hit the streets of NYC for some exploring after an hour or so we decided to return to our room and have an early night as we had been travelling for so long, around midnight we were awoken to the most horrendous loud noise and was miffed at what it could be we contacted reception who said they would send someone up to investigate ( they never arrived ) we soon worked out that it was the neighbouring rooms shower and we soon learnt we could hear EVERYTHING again we complained and we were offered to move rooms but to be honest i could not be bothered as it was waisting precious time and i wanted to explore. We then decided to use the hotel concerige and book the big yellow taxi bus tour as it covered all the places we wanted to visit and for $35 for 2 days i thought this was reasonable so the first day we went to ground zero and when we were ready to return we made our way back to the bus stop at 14:10 the bus was due at 14:30 it finally turned up at 15:15 so i was not impressed as it impacted on the other things we wanted to do that day.
The second day we used this bus it should have left at 10:30 and finally departed at 11:00 we got off at Grand Central Station and checked with the driver who said there would be another bus in an hour form the same stop we had got off at so again we did what we wanted to do made our way back to the stop in plenty of time for the bus not to show up at all so we ended walking back to our hotel in the rain. I decided to complain to the concerige and the lady i delt with was very helpful and rang the head office to arrange a full refund and she explained that because they do not have cash on the premises the office would bring us a cash refund to the hotel and to return in a few hours ( she warned us she was soon to go off duty ). When we returned it was a different lady and she was very rude and abrupt and said it was company policy to give us a refund by way of cheque i explained we were leaving the next day and she just replied it would be sent to us in the UK i asked her to ring the head office to confirm what the first lady had said and she would not even do this and kept bleating on about company policy, i did explain she was quick enough to take my cash when we booked the trip and she did not like this comment. We then come to check out and it was the same lady who had checked us in when my friend asked her to ring the bank like she said she would she replied it was up to us to do this and complety denied saying this upon checkin i asked to see the manager and polity argued my point and the hotel finally relented and my friend was able to call her bank, i will return to NYC but must say i will probably try another hotel as i feel the New Yorker has no customer service skills which is a shame as the rest of my stay was good but this just let them down in a big way, However the hotel is located in a wonderful position 10 minutes from Macys's, ESB, and Time Square",Sarah286,2012-01-01,122005,2012-01-22,False,1.0,4.0,3.0,3.0,4.0,4.0,4.0,3.3,0,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“Gorgeous Art Deco Hotel, Central to everything” My family and I stayed here for 11 days and absolutely loved it. The New Yorker is central to everything. Macys is only a block away, Madison Square Garden is across the road, the Empire State Building is close by... the subway station is directly next to the hotel. This hotel is perfect for any New York stay. Great diner 'Tick Tock Diner' downstairs that is open 24 hours - and cheap for New York. There are also plenty of great places to eat nearby and a great pizza place across the road - Famiglias. The hotel reflects Art Deco style and boasts a gorgeous big foyer. The hotel also offers complimentary wireless internet, a gym and much more. Rooms and bathrooms are a little small - but overall we didn't spend much time in our rooms. Staff were warm and friendly. This hotel is excellent value for money and a great place to stay. This hotel is a safe comfortable choice for New York and you can't go wrong! Loved it!!!",Brandy M,2012-01-01,122005,2012-01-22,False,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.1,1,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“Very pleased” Booked my visit on Priceline, got the room for a bid of US$110 per night for 5 nights, (US$550 + US$126.35 taxes and fees (23%!)). Following the advice here, I asked for a corner room up high. Room 3704 was not a corner room, and with the single window, seemed quite cramped. Although it was after 3pm, the room hasn't been made up. We called the Housekeeping, but there was no answer after 15 rings. We called the front desk, and the line was busy. Fortunately, there was a cleaning cart down the hall and after a while, checking every time we heard a door open, we were able to grab her. Not long after that we were settling into room 3715, which was the same size and shape, but which had a premium view. It has two big windows looking down on 8th Ave, facing SW toward the Empire State and Chrysler bldgs, and a third window facing Madison Sq Gardens, with the statue of liberty off in the distance. The windows transformed the room into something lovely and bright. They also gave up two coupons for a free breakfast in the very busy Tick Tock diner on the ground floor.
The queen-sized bed is very comfortable, the room is large enough for the two of us, the closet is small but very welcome, and the bathroom is large, with a full size tub.
The gym in the basement is a good size, with a large variety of aerobic and strength machines. It can be quite busy throughout the day.
Excellent location, easy to get everywhere in the city.
The only drawback is that the windows can be a bit drafty, which given how cold it can be in winter means the room can feel chilly despite the easily adjusted thermostat and effective heating system.
8th Ave is very busy, so of course you can hear the city noise, but it hasn't been a problem.",Spike T,2012-01-01,122005,2012-01-20,False,4.0,3.0,4.0,3.0,5.0,4.0,3.0,3.7,1,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“Nice surprise” We booked this hotel in a expedia package and we get a great price with a flight from Europe. It was just a bit over 100 usd what was fantastic value. I didn't know what to expect, but the great reviews gave me a dose of optimism. In my previous travels to New York I knew what can I expect from decent nyc hotel - small rooms and not so fancy decor. So, here's what New Yorker have to offer...
Pros:
- Great location just behind Madison Square Garden
- Nice looking loby
- Excellent retro-stlye dining ""Tick-tock"" - which was nice surprise for us - always full of people, decent prices and good food. 
- Our regular room was not too small (comparing to some other nyc hotels), it was very nice and cosy.
- We were on 34th floor and elevators were super-fast
- Hotel and rooms are very clean and nice
- In this hotel lived and died great Nikola Tesla (there is even his room with a plaque on it and you can stay in it - it is on 33th floor)
- Coffee machine provided in room with several different coffee and tee flavours 
- This is a famous nyc hotel in lovely art deco stlye
Cons:
- Bathroom could be nicer
- Walls are thin
- One day there was awfull smell in hallways on 33rd and 34th floors, it was disgusting
- that's all :) 
This is a great hotel if you can manage a good price, it will make you feel special, belive me...",elys79,2012-01-01,122005,2012-01-20,False,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.9,1,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“decent nights sleep” I stayed here for a night while i was in between apartments. Although it is located in a very central and busy area, I found the room quiet (I stayed on one of the higher floors though). It is very close to the subway and there is lots of fast food places around you open all night or until late.
The room was not big but big enough not to feel claustrophobic. The refurb gave the room a very modern feel and I liked the flatscreen LCD TV and free wifi. Most importantly, the bed was super comfortable that all I wanted to do was lie around and watch tv all day! The bathroom should have had an exhaust fan though. Also, there is no fridge in the room.
I even got a free late check out which i really appreciated.",Missyjkitten,2012-01-01,122005,2012-01-19,False,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.4,1,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“Great Hotel” My wife and I frequent the city often and have stayed at very plush and very cheap hotels. The New Yorker on 8th is King. For a VERY reasonable price we have a spacious room on the 38th floor with an amazing view of the city from our large balcony. The staff is courteous, respectful, and even pet friendly. Location is amazing just steps from madison square garden. I enjoy trying new hotels but after this visit its the New Yorker Hotel for me!",Levi G,2012-01-01,122005,2012-01-19,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“Loved It!!!!!” Spent 3 nights at the New Yorker in October celebrating our 25th Wedding Anniversary. Couldn't fault the hotel for anything and found it be in a great location being a short walk away from so many attractions.
There were three of us (Our 17yr old Son insisted he needed to celebrate with us!!) and when booking in I mentioned it was our anniversary - We were dealt with by Mohammed who couldn't have done more for us - after about 15 minutes he came back to say he had managed to find us a room with a view of the Empire State Building (& WHAT A VIEW!!) The room was excellent with no problems regarding space or bathroom facilities. Mohammed also sorted out a coffee/tea making machine & once in the room called on the telephone to ask if all was OK and if there was anything else we needed - Big thanks to you Mohammed xxx
We didn't use the Tick Tock Diner as there tended to be a slight wait to be seated and managed with McDonalds or Starbucks for our breakfast which suited us fine as we wanted to pack as much of New York in as possible.
We did use Coopers Tavern which was situated adjacent to the Diner - We ate there on our 1st night as it was conveniant and also on the 3rd night as we had been caught in some horrific weather earlier in the day and didn't fancy venturing out again.
The free WiFi was adequate for our needs and rooms were changed daily.
All in all we had a great stay and would certainly return.
Neil, Jill & Dan",Donpipez,2011-10-01,122005,2012-01-19,False,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.3,1,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“Great short break over Xmas” Located in a great position in new york within easy reach to times square etc. Great spot.
Service great considering how busy the place was at this time of year, rooms decent and no cause for complaint. Would definitely recommend to anyone looking to stay for a new York break. Could probably do with a bit of a makeover to update some of the look and feel to make it more modern but it certainly does the job.",Val J,2011-12-01,122005,2012-01-18,False,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.1,1,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“Ideal location for everything.” Had wonderful stay at the New Yorker in December 2011. Very friendly staff, rooms very clean, bedding and towels changed daily. The Tick Tock 24 hour Diner within the hotel is excellent value for money and was constantly busy. Food is fab. Hotel is across from Madison Square Gardens, very short walk to Macys and Empire State building. We were there to watch the Christmas lights being switched on 30th Nov 2011 by Justin Bieber and Michael Buble - crowds were in the 1000's. My husband and I took our 15 year old daughter and she absolutely loved it and didnt want to come home. Not ideal for younger children unless they enjoy walking around a lot and sight seeing. Definately recommend this hotel and would not hesitate staying here again.",cockneyshaz,2011-12-01,122005,2012-01-18,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
"“Well located lively old style hotel.” Stayed 5 nights. Positives. Very well located. Great views. Charming Art Deco style. Tick Tock Diner fab and do delivery.
Negatives. Room was small. Draughty (but well heated). Shower not modern but in keeping with style.
Would definitely return as it truly captured New York for us: dramatic, grand, gritty, bright and exciting.",GezAnz,2012-01-01,122005,2012-01-17,True,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.7,1,4.0,The New Yorker Hotel,New York City,10001,481 Eighth Ave
