full_text,author,date_stayed,hotel_id,date_review,via_mobile,service,cleanliness,overall,value,location,sleep_quality,rooms,mean_rating,sentiment,hotel_class,name,locality,postal_code,street_address
"“Good Location” I was in room 875. I couldn't open my door but the front desk sent someone up in less than 5 minutes. He was very friendly and helpful. The door knob was backward and had to be pushed up instead of down.
The only two free outlets were in the bathroom and neither worked. I didn't notify the front desk, I just unplugged the desk clock and light and used those outlets.
The noise outside was louder than I expected and there seemed to be some thumping music which I assumed was from the club downstairs.
The size of the room is very small but is fine for just one person. The bed is very low to the floor which was weird and not too comfortable. The room was very clean.
The entrance to the hotel is obscure and I walked past it on more than one occasion. The lobby is really trendy and and nice looking. The outside patios look like they would be a nice place to hang out in the summer. 
The location was fantastic. It's across the street from the Time-Warner building and the Shops at Columbus Circle. It's close enough Lincoln Center and not too far of a walk to Times Square. It's a great value for the location.",Tristienne,2011-03-01,223023,2011-03-28,False,3.0,4.0,3.0,5.0,5.0,2.0,2.0,3.4,1,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“This Hotel Gives Both an Escape and Provides Energy” The rooms, bed and service offer a wonderful escape at the end of the day and also an escape from the buzz of New York. And on the flip side, a visit to the lobby, bar, etc. are a dose of energy that are New York at its best.
Excellent location close to Central Park, the Subway, great restaurants and anything you need.",jngans,2011-03-01,223023,2011-03-28,False,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.9,1,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Very Very So SO” Dark Lobby. Thought I had arrived at a Rainforest Cafe. Small Room. Nooooo not small, tiny. At the foot of my bed was the tub shower only the plexiglass separated us. A/C was loud and blew right on me for 3 nights. I now have a cold.
The current rating of 58% is pretty accurate. I do agree there are over 300 properties that are better in NYC.
Staff was sterile, service was average. You can do better in this town.",MichiganJim2009,2011-03-01,223023,2011-03-29,False,2.0,4.0,2.0,3.0,4.0,3.0,1.0,2.7,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Never, EVER stay at this hotel” The Hudson Hotel was horrible. Not one thing went right during our stay. The air conditioner was broken in our room and the room was stuck at 83 degrees when we arrived at 8:45pm. The hotel engineer took 45 minutes to come up to respond, but then did nothing but say ""it takes time."" The room was still at 79 degrees when we woke up in the morning. The lamp next to the bed was broken. The ironing board was broken, when they brought a replacement it was about two feet long and one inch off the ground. Not exactly useful to iron my silk dress for the wedding we were in town to attend. The shower was incredibly narrow, and they have those super cheap shower curtains that aren't heavy enough to hang flat and instead blow against you and constantly stick to your skin while you are showering. And if all this wasn't bad enough, the room is clautrophobically small. About one foot all around the edge of the bed. I get that New York standards are different, but I have been to NYC dozens of times, and for over $200 a night, you can get far better, nicer, and bigger rooms.",Barbara60713,2011-03-01,223023,2011-03-28,False,1.0,5.0,1.0,1.0,5.0,2.0,1.0,2.3,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“A unique and unforgettable hotel” You’ll find plenty of plain hotels (in New York and in the rest of world), which are decent places to stay, but nothing particular and nothing to remember. Hudson Hotel is not this kind of hotel. It’s an unique and unforgettable experience, which you should consider giving yourself when visiting New York. Yes, the rooms are pretty small and the prices are pretty high (look out for good rates at hudsonhotel.com). But apart from that, every detail - from the escalators to the bathroom sink - is so cool and trendy. We stayed 10 nights at Hudson Hotel in May 2010. After the first night (in a room directly above the noisy Private Park courtyard), we asked for room with a better view and without problems, we got a room on the 23rd floor instead. From this room we had a fantastic view towards the Hudson River, and it was a great place to stay - despite the lack of space (which wasn’t a problem as the interior was very well organised). The hotel has a great location, friendly staff and some really cool features such as Private Park, Sky Terrace and Hudson Bar. Especially Private Park is a really cool spot to have a drink (just a pity that the prices are so high). All in all, if you want an extraordinary and excellent hotel in New York, then Hudson Hotel is the place to stay.",morregard,2010-05-01,223023,2011-03-28,False,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.7,1,4.0,Hudson New York,New York City,10019,356 West 58th Street
“No heat/ no hot water/no food/no hot beverage” We arrived at the hotel a hour before check-in and the lobby was freezing cold. We were told there was no heat nor hot water until 3:00pm. We then Inquired about lunch/snack/hot beverage and were told none of these were available until 5:00pm. How is that possible? Only cold beverages are served in the library. The rooms are TINY and customer service is completely lacking.,Scholar4Boats,2011-03-01,223023,2011-03-25,False,1.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
“Location Perfect...Room way too small!!! Even for NY Standards” Found the staff friendly and helpful. The dissapointment came when even the guy at the check in desk said their rooms are even small in NY terms. I knew this was going to be bad. Room was not much bigger then a bunk room and I paid for a superior room!!! The reception and bar area was soo dark felt like I was in a nightclub. Not very welcoming.,Bok1,2011-03-01,223023,2011-03-25,False,2.0,5.0,3.0,2.0,5.0,4.0,2.0,3.3,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“I was worried after reading reviews but it was a good experience.” I read a few reviews saying the rooms were small and that people had other issues, but I had a positive experience overall. I booked the room through priceline (naming my price of $190 a night, which worked out to about $220 after all taxes and fees and for memorial day weekend, I thought that was a pretty good price).
The room was a little small but it's New York and that's what I would expect. We didn't spend much time in the room though (it was a beautiful weekend and obviously wanted to get out and see the city). The room was also modern and clean. And you can't beat the location- right off Colombus Circle and close to subway and central park.
The staff was nice and check in/out was a breeze. The garden bar was nice but prices were pretty high (gin and tonic and a Makers Mark were $31 for the two). We stayed on 10th floor and had no problem sleeping- couldn't even hear the noise from the club in the lobby. The club was bumping pretty good when we got back to our room at about 2 or 3 Saturday night.",RiverEddy,2011-05-01,223023,2011-05-31,False,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Never in my life I´ll go back to Hudson Hotel” I got there at 5 am and they have sold my room to someone else, eventhough I had a guaranteed late check in by the travel agency and also my client, who got to the hotel early at night (8pm) told the clerk that I would be coming late (later found out that the person at front desk forgot to include that warning on the system).
The person that they had in fornt desk was a college boy with no authority or interest to find a solution. He even made me fill in the forms and hand my credit card before he told me that they had no rooms available.
After that he called his Supervisor, a very arrogant and rude guy that had only one answer: I can´t help you because you didn´t tell us in advance that you were coming in late. So according to hotel policies we sold your room to someone else and we are charging you no show fee.
Also, he said that they had no business with the travel agency (it was not their problem) and I should go and complain to them. 
It was only after one hour of screaming and waiting that he gave me a room, but that damage was already done: I had a meeting at 8:30 am and lots my precious time of rest arguing with a couple of rude, incompetent and useless clerks.
So next time you are amused by this trendy hotel, do not fall for the fancy hotel lobby or the modern restaurant. You´ll get a lousy service and a matchbox size room.",jpserani,2011-03-01,223023,2011-03-24,False,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.6,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Rooms not ready on time” We stayed here on two separate occasions in October 2010. Both times at check in we were advised our room wasn't ready (this was after check in time). Reception couldn't commit to a time by when it would be. Both times the wait was in excess of an hour and we were irritated the first time, furious the second time. There appears to be some serious managerial incompetence going on at this hotel. We demanded a discount when it happened on the second time which to their credit the hotel provided. Had we not complained so strongly we would easily have been kept waiting for 2 or more hours which is what happened to other people who attempted to check in around the time we did. But for this problem I would have been prepared to recommend this hotel. 
Our room was very quiet and the bed was exceptionally comfortable with good linen. We slept well. 
Rooms are indeed exceptionally small, so it's hard to feel like you're getting value for money here, but that's the norm in Manhattan. For tall people the toilet is so close to the wall that your knees collide with it when sitting down. However the design throughout compensated in my opinion. It's at the edge and although I didn't agree with every elements of it I did appreciate it all. The reception, first floor bar and skybar are all very well executed and I would recommend the latter with its lighting and hammocks particularly.",Dirk_London,2010-11-01,223023,2011-03-24,False,1.0,5.0,3.0,3.0,5.0,5.0,3.0,3.6,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Not bad...” We visited New York for the first time recently as our friends were getting married in Central Park...it was the last stop on a hectic 4 week holiday in the States and we were pretty exhausted by the time we got to NYC which probably has a bearing on how we found our stay...
The foyer to the hotel is, as many have said before, more like a fancy nightclub than a hotel...the staff are all gorgeous and the whole vibe is 'trendy'. The outdoor spaces were beautiful and the sky terrace was a great escape from the city that never sleeps - the huge hammock was a godsend after one particularly busy day haha! The only complaint I have about the sky terrace is the absolutely extortionate price of drinks - we visited other wedding guests at several other hotels in NYC during our stay and never encountered such ridiculous bar prices anywhere else! We would have spent alot more time here if it hadn't been for that!
We knew the room was going to be miniscule so no surprises there (in fact, our expectations were so low we were actually pleasantly surprised by the room!). We only slept there anyway so really cant see why so many people have such a huge problem with the rooms.
Overall, this hotel offered everything we needed in New York and was near to Central Park which had been our only ask... would we stay here again? probably not...in a city with so many accomodation choices, i'm pretty sure we could find better for the same price. Having said that, we certainly didn't dislike it and I would still recommend it to others.",Sel2223,2011-02-01,223023,2011-03-23,False,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.4,1,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Wonderful and unique hotel with great service and style.” I was concerned before my visit by some of the negative reviews on the Hudson Hotel, but was immediately put at ease by the wonderful staff. Each employee I had contact with was professional and courteous. The vibe of the entire lobby and bar area was cool, urban, and very much what one would want in midtown Manhattan. The rooms had a more European feel, which was a relief from typical American chains. I slept comfortably and heard no sounds from the hallway or neighboring rooms. The location was great, with many restaurants and bars within walking distance. I will absolutely being staying at the Hudson on my next trip to New York.",DianaG1981,2011-03-01,223023,2011-03-21,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Beautiful lobby under a horrible hotel...” I had the misfortune to stay at the Hudson. At first, i was impressed with how beautiful/trendy it is, amazed with the friendly staff and i didn't even mind to wait in a long line to check in. 
I knew in advance that rooms at the Hudson were tiny, which for me was acceptable. What was unnaceptable about that room was a malfunctioning air conditioner (which couldn't make the temperature drop below 73F) and the very unconfortable bed, with a dirty old conforter.
After a stop at the frontdesk that ended up in apologies, free drinks at the bar and a promise that the AC would be fixed, no work was done (from what i've been reading, unkept promises are fairly common at the Hudson). 
However, the worst was just about to happen. When I lifted the griddle that hides the AC to see what was happening there, I found the most disgusting/unsanitary AC ever, full of dust, hair, no filter, like it has not been serviced in years. No wonder it doesn't work.
In resume, this is a beatiful Hotel that will suit you well if you like to sleep in a sauna and have no respiratory allergies. Or maybe if you want to impress your friends at the lobby. The rooms there have nothing in common with the luxurious/trendy common areas nor with the friendly staff. 
It probably was a nice place when it was well kept, but it is a shame that maintanance is not among their priorities.",ViniciusCastro,2011-05-01,223023,2011-05-31,False,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.6,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Poorest service ever” The hotel is stylish and the location is great. And they life of the fact that this is NY and they do not depend on returning customers. Otherwise clearly the would improve their service.
Our rooms were not ready at 4 pm for check in. We got asked to refresh in the restrooms which were in a appalling state. And we had asked the concierge to better have it cleaned for the next guests. 1.5 hrs later our rooms were still not ready. We then finally got rooms, but the luggage took 30 mins to find as the bell boys were all gone and with around 50 customers waiting for either rooms or luggage it was chaotic. Next day, my colleague tried to go to the fitness room. The lifts were blocked (as we later learned due to a large function the night before, they block the lift as reception level and do not serve lower. My colleague was asked to take the fire stairs. On the 2nd case the doors were locked and no inside handles. She had to wait until a security passed by to lead here the way. We later also learned during one of the many excuses from the staff that normaly after a function the fitness does not open until later in the morning and we should have been told that. At this point, one must remark that if you cannot open doors on the fire exits that this might be dangerous...That day, we needed to get ready for a customer meeting and my colleagues hairdryer exploded. As it was smoking she called reception - potential fire hazard. 15 minutes later when I left, I found her still standing out in the doorway with the hairdryer in hand. Nobody came to collect the faulty hairdryer or to replace it at all. Finally after all this, we came back with our customers late at night and went to the amazing bar outside. After the first round of drinks we were told that beer is out and when we tried to order wine, there was 1 bottle of red left. We asked the waitress if she could get it from the other bar inside and she told us she cannot as they get upset...(same hotel, same management!). As we complained to the manager on duty, we had been offered a complimentary breakfast, only to learn the next day when we went down to eat that there was an event and no breakfast could be served to us therefore. Now - all staff went out of their way to tell us it was not their fault. The staff has been very friendly, but not helpful at all. We have been told that the rooms were late ready because the housekeepers and bell boys lived out in Jersey and had a difficult way in due to rain (and it normally never rains in NY does it?). Fact is - yes, it is a beautiful hotel, but that is it.",PeDos,2011-05-01,223023,2011-05-31,False,1.0,4.0,1.0,1.0,5.0,1.0,3.0,2.3,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Avoid! Trying to be clever, but failing.” We decided to go to this hotel based on the review in the Taschen book (usually on the money) but this really is a case of all style, poorly executed, with no substance or service.
I am a huge fan of America but there are two things that annoy me - the universal claim to do food and hotels better than anyone and yet the Hudson proves again that America can do neither of things well. 
As others have said the rooms are stupid - not just small, plain stupid. In our first room you sat on the bed that took up nearly all the floor space and looked straight through a glass window into the bathroom directly at the loo, so you can watch your loved one taking a dump. Delightful. 
The hotel reminds me of that Family Guy episode where Stewie and Brian open a club called pLace (small 'p' big 'L'). It's pretentious cr*p in short. These were the list of complaints:
- Rooms are miniscule - we even upgraded to the deluxe suite and still relatively small
- The Lobby is insanely dark that you literally cannot see - and the same for all the hallways
- General level of service very poor
- Pay $10 wifi and they then expect you to pay an additional $10 for every additional device in your room (inc iPhones etc)
- $17 for two coffees - $75 for breakfast (OJ, Coffee and cereal)
- Room falling apart
- Bathrooms look like they are from the Stasi HQ, not luxury showers rather decontamination blocks. Absolutely terrible.
- Don't get me started on the pretentious, w@nky food in the 'Too-cool for school College-style refectory'. The food was badly cooked and none of it went together. 'It's like Tapas man' is what we were told. When will Americans learn how to cook. Tapas, is Tapas. I do not want a new take on Tapas where you mix Bacalao with a Snickers bar and think you're cool because you're 'owning it'. The 'cooks' prepare one dish at a time but you have to go up and get it, so if you want fries with your steak (unseasoned, overcooked and with a weird jus) but the fries come first, then you're on the edge of your seat hopping up and down checking on the steak, which eventually comes 10 minutes later, once you've eaten your fries. Dumb beyond belief. 
- Tap water (from the bar too) tastes like it is stagnant and out of a hosepipe - undrinkable
- Common parts were stained and dirty
- Level of cleaning in the room each day was extremely scant
- Did not hoover once during the week we were there
- Also when enquiring with staff about numerous problems - which included having their laundry service ruin two of my shirts - we were met with an abrasive attitude
- Checkout is at 12 noon but when we arrived after a long flight at 5pm our ROOM WAS NOT READY - is this a joke?
I will not stay here again. I'd recommend you avoid it too.",BizTrav30,2011-05-01,223023,2011-05-30,False,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.4,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
“Excellent service and equally as impressive room” Spent Thanksgiving weekend at the Hudson Hotel and was very happy with the overall experience. The Bellman was extremely friendly and remembered my name throughout the weekend. Great location and a 5 minute walk to Central Park.,csinger,2010-11-01,223023,2011-06-13,False,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.7,1,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Horrible stay. Don't even bother to come here. Service is awful.” We only stayed for a night but it was more than enough. Our rooms were an hour delayed upon check in. Then we get to our room and we realized that the Tv does not work. There was a light on the screen that resfused to shut off. We tell our bell man about it and he said they will send someone up. Wait for an hour, no one comes. Call front desk and they said they were sending someone up. Wait another hour, and no one comes or calls. We then decide to leave for dinner. We also tried to figure out how to shut off the AC as it was like Siberia in the small room. Could not find the thermostat. We come back later that night, and stop by again at the reception asking for help with the tv and the AC. Again they say someone is coming up. We had to pretty much disconnect all the wires to the tv ourselves as the light on the screen was so bright we could not sleep. After nearly an hour of trying to locate the shut off valve for the AC, we found it hidden behind the bed. My husband was so furious about the lack of service that we had. The rooms are expensive and tiny. If we had gotten someone to address our concerns, that would have been a lot better. Addressed the issue the next day to the guest relation manager and knew she was only giving me lip service. Will never ever stay there again. Horrible experience!",SimplyGourmet,2011-06-01,223023,2011-06-13,True,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.4,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Loved this hotel would stay again” This hotel gets some really strange comments and I wanted to say that it was a lovely experience. The rooms were quite nice, the location perfect, the staff very friendly and professional and the setting quite nice. I liked the huge lobby and the crowd in the lobby was very elegant. I had no problems sleeping in the very comfortable bed, and although the bath is more like a European bath (a little small) but it was perfect for me. The room was very clean. The amenities (stereo, tv, hair dryer, iron, ironing board, toiletries) were excellent. There are also vending machines on each floor. I would stay there again as it was very reasonably priced.",AshtonNewOrleans,2011-03-01,223023,2011-03-20,False,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.9,1,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Great stay at the Hudson” I had stayed at the Hudson more than 5 years ago, so I knew the rooms were small. But after reading Tripadvisor reviews, I was nervous when we got it via Priceline. At check-in, we received an upgrade (from Sabrina, who was very friendly & helpful behind the front desk). The room was small, but about average for boutique hotels in NYC. The room was clean, the staff was helpful. I brought earplugs after reading reviews about the noise, but we had no problems at all! The Sky Terrace was great for after-dinner drinks. And there are many subway lines right down the street.
Overall, it was a nice trip. It may not be a place where I'd stay in the most basic room with a family, but perfect for two people to rest after a busy day in the city.",Tallulah13,2011-05-01,223023,2011-05-29,True,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.4,1,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Poor” The hotel is great. The design and style absolutely great. But....the service was the worst ever. We arrived late afternoon, rooms were not available. They asked us to wait for 45 minutes, we came back after 1.5 hrs - still no rooms. They sent us to refresh in the rest rooms which were in an appaling state. After that we tried to get ready for a customer event in the evening during which the hairdryer from my colleague next door exploded. The device was smoking so she called downstairs and asked somebody to come up and get it as it is a potential fire hazard. 15 minutes later I left my room to find her standing outside with the haridryer - nobody had arrived. The next day the lifts did not go down to the fitness center - we were explained later that this was because they had a large event the night before - and my colleague was sent down the fire stairs. In the middle she was in front of a door without handles - which is slightly scary if you consider this to be the fire exit. She had to wait until some security came the other way. This not being enough, any time we raised a complaint, the staff, being very friendly, went out of their way to tell us it was not their fault, but were all not able to offer help. 
The manager on duty even told us that the rooms were not ready as it was raining and the housekeeping and the bell boys lived outside NY city and were delayed getting in...(well, it normally never rains in NY, does it?). That night, after the customer event, we cambe back with a crowd of people and we went to the wonderful bar outside. However, after the first round of drinks, we were told that they were out of beer! and when we ordered wine, we were told that they had exactely 1 bottle of red left. 
Finally, the manager on duty offered us a free breakfast for the last day. When we came down that day we were told by the lady that unfortunately, there was a closed party for breakfast and that no breakfast could be served to us. At this point, we could only laugh. 
Yes, the hotel is stunning, but in reality, they live of that and the fact that they do not have to worry about returning guests - the service is the poorest ever.",pemigi,2011-05-01,223023,2011-05-28,False,1.0,4.0,1.0,1.0,5.0,1.0,3.0,2.3,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Never never again” Whilst I like boutique hotels, this one goes too far. As many others have said it's dark. Very very dark. Is this trendy or just hiding dirt? I upgraded to a suite which spared me the micro room, but it still wasn't generous - I would estimate 350sq ft, and there still wasn't enough room to walk around the bed without bumping into the wall mounted TV.
The worst of it is the noise from the partying downstairs. Even on a Wednesday night it's unbearable until the small hours of the morning.
The room service menu is thin, and the food of average quality.
Lots of small things bug me - why no robes? Limited number of power sockets in the room. Internet access expensive and won't allow more than one device.
Back to the TriBeCa Grand next time - boutique is nice, but it needs to be done well.
What I really don't get is that the Morgans group hotel in San Francisco (the Clift) is so good and this one is so bad.
Never, never again.",Nixer65,2011-05-01,223023,2011-05-26,False,2.0,4.0,1.0,1.0,4.0,4.0,1.0,2.4,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Very hip and fun” We had a great stay at The Hudson. The room is small but adequate. The bathroom is fine. the room was clean. And the location was great for access to Lincoln Center where we had a concert and the Time/Warner building for shopping and dining.
It is more about the buzz of the place than anything else. The lobby is like a canopy in a rain forest. The public spaces off the lobby are fun. The library room is a great place to hang out. It has a pool table and wonderful sitting groups.",artymom,2011-02-01,223023,2011-06-13,False,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.6,1,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Spend fifty bucks more and stay at a real hotel!” The Public areas at the Hudson Hotel Look nice, but the rooms are pathetic. My 235 dollar room was tiny, and I do mean tiny!! There was hardly space to put down my suitcase. The room also lacked any natural light and several of the tv channels contained static. Like many Morgans/Ian schrager hotels, the hallways were dark to create a hip feel, but you felt the if they turned on the lights the place would just be depressing. On our floor, the hallways AC was leaking, so the staff had put down a towel on the floor....hardly inviting! Checkin was chaotic and took too long....to make things worse, my room wasn't ready when I arrived. Next time, I will spend 50 dollars more and stay at a real hotel and leave the Hudson to those wanting that upscale youth hostel experience.",vactionerAmsterdam,2011-06-01,223023,2011-06-13,False,3.0,3.0,2.0,2.0,3.0,2.0,1.0,2.3,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“A great experience!""” I stayed at the Hudson Hotel for a fun NYC trip with two of my friends. The whole experience was great from the moment we arrived at the hotel. We were greeted by the bellhop who was extremely friendly and helpful. Check in was simple and quick. All staff were friendly and willing to help in any way possible. My friend needed a safety pin and when we inquired about one, the consierge sent an employee to our room within 5 minutes with a whole handfull of them in various sizes! The room was a lot bigger than I expected, considering all of the bad reviews on the small rooms. The thing you have to realize is, that it is NYC. The beds were comfortable and the room was very clean. Overall, a great place to stay! We will be staying there again for our annual NYC trip.",dstampp,2010-12-01,223023,2011-06-12,False,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.6,1,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Choose another hotel” Poor service from doormen to housekeeping to non working phone to line ups to check in and out. Hotel is too caught up in being trendy, even security was rude. Rooms and hallways are not as clean as I would expect. Stay somewhere else",Kkmbark,2011-05-01,223023,2011-06-12,False,1.0,1.0,5.0,2.0,3.0,2.0,1.0,2.1,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“fun, stylish and nice location. Great food.” The rooms are tiny, but that's true of all New York hotels (and apartments). The staff are great and the hotel is really interesting. The design is beautiful and there is a great buzz in the lobby. The bar is great and so is the restaurant. I normally prefer getting out of the hotel i am staying in, but this one is special.",zaheergb,2011-04-01,223023,2011-05-26,False,5.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,1,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“All fur Coat and no Knickers” This establishment needs to decide what it wants to be; a hotel or a nightclub. The hotel plays extremely loud music in its central atrium, onto which a large number of rooms overlook , and whilst this may appeal to to some, the word is, if you want to sleep/be functional during the daylight hours of your trip then do not stay here. In order to sleep I had to bury my head between two pillow and use my noise cancelling headphones. If you call room service then you are put into an answering loop that never picks up and eventually goes dead - but there are numerous eating options on the block and around town. . BTW - if you are reading this review and like the idea of a loud hotel - the music playing - Stevie Wonder/Human League. All greats in their time! - been here all week - sounds like a loop. 
Try calling reception and they never answer. 
I have made a recording of the sound I can hear from room.. I joke not. - if you want to want a hotel in which you sleep - do not stay here",Scar66,2011-05-01,223023,2011-05-25,False,1.0,4.0,1.0,1.0,5.0,1.0,1.0,2.0,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Dreadfully pretentious hotel, surviving on its 'image'” This hotel, is without doubt, the worst hotel that I have ever had the misfortune to stay in.
Yes, that's a harsh opening statement. But it is also a true one. If you get the chance to read the other reviews for this hotel you'll notice it is a common theme, so isn't just me who has had a bad experience.
First off, I'll start with a positive. This hotel does have the odd redeeming feature. From the outside it looks smart. You enter through the door and go up an escalator into one of the most amazing (if dark) lobby's I've ever seen. It's smart. Trendy. It's dark, so you may feel like you are walking into an Abercrombie store.
The Library is fantastic. Amazingly flash room. The Dining Room (apologies if I got the name wrong) is brilliant. They project sports onto the walls in the morning - lovely touch. And the outside bar is great with oversized plant pots and plenty of seats to enjoy a beer whilst taking in NYC.
OK. Positives out of the way. Let's get onto the meat.
1. Check In
Massive queues with no staff to open more lines. And not just on the day we checked in. Every day, without fail, there would be queues of people 6/7 deep waiting to check in.
The group of people I was with checked in at 3.30pm after a long flight from Europe. Despite check-in advertised from 3pm, there room wasn't made available until after 5pm. Oddly they made us wait in the bar without any complimentary drinks! Cher-ching to the Hudson.
2. Lifts
It's a big hotel with 23 floors, but the lifts are woefully inadequate. Expect to have a good wait, especially when heading down to the lobby. Obviously I don't expect them to build in a new lift shaft to help with demand, but it's worth being aware of.
3. The Rooms
This is the biggie. I've been to NYC a couple of times before and I don't expect big rooms. Not at all. This is New York after all.
HOWEVER.. the rooms in the Hudson Hotel are ridiculous. I didn't take a tape measure with me.. can't think why, but I'd estimate the sleeping area (with bed, desk & chair) to be 3m squared. The bathroom is the worst. Good luck trying to sit on the toilet without your legs squeezing between the toilet and wall. Sure I'm a guy and I'm tall. But my wife isn't and she had to sit at an angle just to use the facilities. 
The shower and basin however are nice and the overall aesthetics of both rooms are nice.
4. Noise
Again this is NYC so I was expecting noise, however the windows offer very little protection from the outside noise. There was little persevable difference in noise level with the window open or closed.
Thursday, Friday & Saturday nights are the worst. One of the bars downstairs turns into a club open to the public. I'm sure it's lovely and trendy. However the noise gets even worse with music and people audible until after 2am. I was on the 7th floor but colleagues were on the 15th and could still hear the noise.
5. Service
The staff are rude, unhelpful and care little for the residents of the hotel. One example, even though we had left our towels out to be changed, it didn't happen for 3 days. We even went to reception one lunchtime and asked them if housekeeping could send new ones. They said yes they would be sent straight away but no towels arrived until the following morning.
The staff continue to have conversations with each other, rather than helping out.
We even had someone chase after us because they weren't satisfied with the tip we had give them. Sure, I could probably have tipped more but I tip when I receive good service. 
6. Food
The food we had (breakfast) and room service was nice. The room service number didn't pick up one night when calling for 20 minutes. We called the front desk and was told someone would call us back. They didn't. No surprise.
The pizza on the room service was deliciousness, however breakfast is incredibly expensive for what it is. Breakfast for 2 cost us $73. Just pop outside for a Starbucks instead.
Unless you like noisy, expensive, dark, rude staff with tiny compact rooms then stay somewhere else.",BenRyderUK,2011-05-01,223023,2011-05-25,False,1.0,3.0,1.0,1.0,4.0,1.0,1.0,1.7,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Much better than anticipated.” We ended up here as a result of ""pricelining"". read the reviews at trip advisor and thought this didn't sound much like a four star (what we had put in for our priceline bid). we were particularly concerned because, at the moment because of physical limitations, we need a walk-in shower, and priceline is pretty minimalist about what needs you might expect to be met (you pretty much get a basic double and take your chances). I called and spoke with the desk clerk: I'm so sad I didn't get her name because she was a doll. I explained my need and that the reservation had been made via Priceline so I knew she might not be able to help. Instead, she said she'd find me an ADA accessible room at no additional cost. When we arrived we found she had put us in a deluxe double queen size bed room with a marvelous walk-in shower, far more luxurious than we anticipated. I know this hotel is on the strange side (no id on the outside, weird dark halls offset by a gorgeous inviting atrium) but the staff couldn't have been nicer and I am grateful.",teezee,2011-06-01,223023,2011-06-09,False,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.3,1,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Great Location and we'll be back!” Great Location, walk to Central Park, to ""Angelo's for Pizza or across the street to Whole Foods and the Columbus street Subway station or down to the Broadway theater. Pharmacy across the street, good yogurt place a few doors down and a good little breakfast joint as well. An easy ride to La Guardia, take subway to Columbia University and transfer to the M60 Bus all for a couple of dollars. Our room was small and cute but functional and quite cozy. Absolutely the best place to stay!",mikeandlina11,2011-05-01,223023,2011-06-09,False,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.7,1,4.0,Hudson New York,New York City,10019,356 West 58th Street
